Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E;ano
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;fortalecimento do controle urbano   pmat;fortalecimento do controle urbano   pmat;5000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;gestao do cadastro tecnico municipal;gestao do cadastro tecnico municipal;90200.0;147970.0;147960.01;133960.01;114896.67;77.65;2017
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;implementacao do cadastro tecino municipal   pmat;implementacao do cadastro tecino municipal   pmat;4403500.0;4469370.0;343000.0;343000.0;343000.0;100.0;2017
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;melhoria das acoes de controle urbano  pmat;melhoria das acoes de controle urbano  pmat;153000.0;153000.0;0.0;0.0;0.0;0.0;2017
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;coordenacao e elaboracao de planos e projetos especiais;coordenacao e elaboracao de planos e projetos especiais;751000.0;579010.0;579000.82;579000.82;533671.94;92.17;2017
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;planejamento  orcamentario e monitoramente das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;planejamento  orcamentario e monitoramente das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;3000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;planejamento e orcamento;gestao da politica de acao secretaria de infraestrutura;supervisao e elaboracao de projetos de obras da infraestrutura do municipio;supervisao e elaboracao de projetos de obras da infraestrutura do municipio;226700.0;270040.0;270026.01;180359.21;118155.49;43.76;2017
urbanismo;servicos urbanos;drenagem urbana;conservacao de canais e galerias;conservacao de canais e galerias;2151000.0;2685770.0;2648606.91;2646706.91;2431286.95;91.79;2017
urbanismo;servicos urbanos;drenagem urbana;fabricacao de pre moldados de cimento;fabricacao de pre moldados de cimento;40000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;servicos urbanos;melhoria do paisagismo urbano;conservacao de pracas e areas de lazer;conservacao de pracas e areas de lazer;123100.0;113660.0;113547.28;98561.32;98561.32;86.8;2017
urbanismo;servicos urbanos;melhoria dos cemiterios;manutencao e conservacao dos cemiterios;manutencao e conservacao dos cemiterios;36600.0;46130.0;42195.22;26129.94;24153.42;57.24;2017
urbanismo;servicos urbanos;otimizacao das feiras e mercados publicos;construcao reforma de mercados de estruturacao fisica de feiras publicas;construcao reforma de mercados de estruturacao fisica de feiras publicas;4358000.0;2193970.0;722197.01;722197.01;615955.49;85.29;2017
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao de veiculos  maquinas e equipamentos da sesp;manutencao de veiculos  maquinas e equipamentos da sesp;210000.0;74010.0;74006.96;74006.96;0.0;0.0;2017
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao do aterro sanitario norte;manutencao do aterro sanitario norte;2850000.0;3785250.0;3784965.28;3528442.63;2977319.49;78.66;2017
urbanismo;servicos urbanos;promocao dos servicos de limpeza urbana;manutencao dos servicos de coleta de lixo e limpeza urbana;manutencao dos servicos de coleta de lixo e limpeza urbana;24750000.0;24902250.0;24812199.06;23159756.93;18878816.89;76.09;2017
urbanismo;servicos urbanos;servicos urbanos sustentaveis;apoio as acoes de servicos urbanos;apoio as acoes de servicos urbanos;2931300.0;1592270.0;1164175.22;1127043.0;968222.01;83.17;2017
administracao;administracao financeira;gestao do sistema de controle interno do municipio;administracao orcamentaria  financeira e contabil do municipio;administracao orcamentaria  financeira e contabil do municipio;1148800.0;726480.0;726460.48;726460.48;726460.48;100.0;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria da desenvolvimento economico;gestao administrativa das acoes da secretaria de desenvolvimento economico  turismo e cultura;gestao administrativa das acoes da secretaria de desenvolvimento economico  turismo e cultura;1188800.0;2500840.0;2500759.52;2500759.52;2317772.76;92.68;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de administracao;gestao administrativa das acoes da secretaria de administracao;gestao administrativa das acoes da secretaria de administracao;6001460.0;7172240.0;7172178.96;7072342.12;6579654.64;91.74;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de educacao;regularizacao de saldos de recursos de convenios da secretaria de educacao;regularizacao de saldos de recursos de convenios da secretaria de educacao;8000.0;33620.0;31606.08;31606.08;31606.08;100.0;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de financas;gestao administrativa das acoes da secretaria de financas;gestao administrativa das acoes da secretaria de financas;1605800.0;1576280.0;1576223.34;1544336.94;1391241.26;88.26;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de politicas sociais  esportes e juventude;gestao administrativa das acoes do fundo municipal de assistencia de politicas sociais;gestao administrativa das acoes do fundo municipal de assistencia de politicas sociais;3183600.0;3342200.0;3342160.88;3342160.88;3096290.94;92.64;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de politicas sociais  esportes e juventude;regularizacao de saldos de recursos de convenios e programas;regularizacao de saldos de recursos de convenios e programas;4000.0;363780.0;359560.08;359560.08;359560.08;100.0;2018
administracao;administracao geral;apoio administrativo as acoes de secretaria de turismo e cultura;regularizacao de saldos de recursos de convenios da secretaria de desenvolvimento economico  turismo e cultura;regularizacao de saldos de recursos de convenios da secretaria de desenvolvimento economico  turismo e cultura;2000.0;0.0;0.0;0.0;0.0;0.0;2018
administracao;administracao geral;apoio administrativo as acoes do gabinete do prefeito;gestao administrativa das acoes do gabinete do prefeito e relacoes institucionais;gestao administrativa das acoes do gabinete do prefeito e relacoes institucionais;2214600.0;2990980.0;2990929.64;2990929.64;2767494.14;92.53;2018
administracao;administracao geral;assessoramento superior ao chefe do executivo municipal;acao de assessoramento ao prefeito;acao de assessoramento ao prefeito;100000.0;0.0;0.0;0.0;0.0;0.0;2018
administracao;administracao geral;assessoramento superior ao chefe do executivo municipal;gestao administrativa das acoes do gabinete do vice prefeito;gestao administrativa das acoes do gabinete do vice prefeito;1932000.0;1744320.0;1744291.56;1744291.56;1624802.68;93.15;2018
administracao;administracao geral;coordenacao das relacoes publicas do executuvo municipal;articulacao das relacoes politicas do prefeito;articulacao das relacoes politicas do prefeito;967000.0;320000.0;320000.0;320000.0;288000.0;90.0;2018
administracao;administracao geral;gestao da politica das financas do municipio;supervisao e coordenacao das acoes da secretaria de financas;supervisao e coordenacao das acoes da secretaria de financas;2193200.0;1088740.0;1088727.34;1088727.34;1012327.34;92.98;2018
administracao;administracao geral;gestao da politica de desenvolvimento economico do municipio;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento economico  turismo e cultura;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento economico  turismo e cultura;1573200.0;1188820.0;1188788.4;1188788.4;1136799.52;95.63;2018
administracao;administracao geral;gestao das acoes administrativas no municipio;direcao  supervisao e coordenacao das acoes da secretaria de administracao.;direcao  supervisao e coordenacao das acoes da secretaria de administracao.;1212200.0;1657160.0;1657112.86;1535112.86;1405547.58;84.82;2018
administracao;administracao geral;gestao das acoes das administracoes regionais;apoio as administracoes regionais do municipio;apoio as administracoes regionais do municipio;3966000.0;3416560.0;3416532.82;3416532.82;3131183.72;91.65;2018
administracao;administracao geral;gestao das acoes das administracoes regionais;supervisao e coordenacao das acoes da coordenadoria das administracoes das regionais;supervisao e coordenacao das acoes da coordenadoria das administracoes das regionais;44000.0;0.0;0.0;0.0;0.0;0.0;2018
administracao;administracao geral;gestao dos processos administrativos do municipio;administracao de pessoal;administracao de pessoal;2846560.0;3645380.0;3645318.38;3602985.04;3405479.74;93.42;2018
administracao;administracao geral;gestao dos processos administrativos do municipio;administracao e controle do patrimonio do municipio;administracao e controle do patrimonio do municipio;742580.0;612000.0;611945.58;611945.58;570966.76;93.3;2018
administracao;administracao geral;gestao dos processos administrativos do municipio;gestao dos processos de compras e suprimentos;gestao dos processos de compras e suprimentos;981680.0;657760.0;657722.74;657722.74;603464.64;91.75;2018
administracao;administracao geral;gestao dos processos administrativos do municipio;modernizacao administrativa da secretaria de administracao   pmat;modernizacao administrativa da secretaria de administracao   pmat;1673000.0;1673000.0;0.0;0.0;0.0;0.0;2018
administracao;administracao geral;gestao superior da administracao municipal;direcao  supervisao e coordenacao das acoes do gabinete do prefeito e relacoes institucionais;direcao  supervisao e coordenacao das acoes do gabinete do prefeito e relacoes institucionais;6576000.0;6592280.0;6592190.06;6586750.66;6140082.38;93.14;2018
administracao;administracao geral;gestao superior da administracao municipal;servico de protocolo do gabinete do prefeito;servico de protocolo do gabinete do prefeito;36000.0;0.0;0.0;0.0;0.0;0.0;2018
administracao;administracao geral;melhoria dos predios publicos;conservacao de predios da administracao publica muniicipal;conservacao de predios da administracao publica muniicipal;570000.0;200000.0;199907.08;0.0;0.0;0.0;2018
administracao;administracao geral;planejamento da politica de acao de saude do municipio;regularizacao de saldos de recursos de convenios da secretaria de saude;regularizacao de saldos de recursos de convenios da secretaria de saude;2000.0;160.0;0.0;0.0;0.0;0.0;2018
administracao;comunicacao social;gestao superior da administracao municipal;comunicacao social e divulgacao oficial dos atos governamentais;comunicacao social e divulgacao oficial dos atos governamentais;2243400.0;947540.0;947528.84;924560.48;835758.5;88.2;2018
administracao;controle interno;gestao das acoes da controladoria geral e ouvidoria;gestao das acoes da controladoria geral e ouvidoria   pmat;gestao das acoes da controladoria geral e ouvidoria   pmat;800000.0;800000.0;0.0;0.0;0.0;0.0;2018
administracao;controle interno;gestao das acoes da controladoria geral e ouvidoria;gestao das acoes de controladoria;gestao das acoes de controladoria;1203000.0;672440.0;672373.02;672373.02;611894.7;91.01;2018
administracao;controle interno;gestao do sistema de controle interno do municipio;modernizacao do sistema financeiro e contabil do municipio;modernizacao do sistema financeiro e contabil do municipio;22000.0;0.0;0.0;0.0;0.0;0.0;2018
administracao;formacao de recursos humanos;gestao dos processos administrativos do municipio;capacitacao de recursos humanos para os orgaos municipais;capacitacao de recursos humanos para os orgaos municipais;15200.0;2000.0;2000.0;2000.0;2000.0;100.0;2018
administracao;normatizacao e fiscalizacao;gestao do sistema tributario do municipio;administracao tributaria do municipio;administracao tributaria do municipio;16814200.0;12958740.0;12958675.84;12958675.84;12069668.78;93.14;2018
administracao;normatizacao e fiscalizacao;gestao do sistema tributario do municipio;modernizacao do sistema tributario do municipio   pmat;modernizacao do sistema tributario do municipio   pmat;308000.0;308000.0;0.0;0.0;0.0;0.0;2018
administracao;normatizacao e fiscalizacao;otimizacao das feiras e mercados publicos;manutencao e ordenamento de feiras e mercados publicos;manutencao e ordenamento de feiras e mercados publicos;768000.0;719380.0;719369.2;719369.2;654380.8;90.97;2018
administracao;planejamento e orcamento;fortalecimento das acoes de planejamento estrategico;direcao  supervisao e coordenacao das acoes da secretaria da controladoria  planejamento e gestao;direcao  supervisao e coordenacao das acoes da secretaria da controladoria  planejamento e gestao;1960200.0;1451580.0;1451511.1;1451511.1;1328071.66;91.5;2018
administracao;planejamento e orcamento;fortalecimento das acoes de planejamento estrategico;elaboracao e gestao dos instrumentos de planejamento do municipio;elaboracao e gestao dos instrumentos de planejamento do municipio;305600.0;72500.0;72500.0;72500.0;69500.0;95.86;2018
administracao;planejamento e orcamento;fortalecimento das acoes de planejamento estrategico;otimizacao do planejamento estrategico   pmat;otimizacao do planejamento estrategico   pmat;1633600.0;1666460.0;79704.0;79704.0;59700.0;74.9;2018
administracao;tecnologia da informatizacao;gestao dos processos administrativos do municipio;gestao da politica de informatica municipal;gestao da politica de informatica municipal;1493000.0;1601720.0;1601697.84;1559717.84;1414609.66;88.32;2018
