Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas de capital;investimentos;aquisicao de imoveis;sem aplicacao;15600.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;139700.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;5200.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;1773000.0;1838870.0;343000.0;343000.0;343000.0;100.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;2783500.0;2783500.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;0.0;31070.0;31056.0;31056.0;30831.0;99.28;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;auxilio transporte;sem aplicacao;4040900.0;3276260.0;3276254.22;3276254.22;3238167.82;98.84;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;contribuicoes;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;165000.0;1276640.0;1276612.91;1247211.83;1022718.65;80.11;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;29000.0;15040.0;14600.0;14600.0;14600.0;100.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;48000.0;366010.0;344187.32;344187.32;331226.48;96.23;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;3708000.0;3617620.0;3312859.56;3275288.99;3046313.39;91.95;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;3461000.0;1291630.0;1287150.57;1287150.57;1003281.44;77.95;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;outras desp. variaveis pessoal civil;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;568300.0;538240.0;506721.25;502739.5;466468.6;92.06;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;9881000.0;13852110.0;13645991.12;13348039.7;11059022.04;81.04;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;9000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;premiacoes culturais  artisticas  cientificas  desportivas e outras  6  i ;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;6000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;outras despesas correntes;subvencoes sociais;sem aplicacao;264000.0;305660.0;305652.0;305652.0;167534.0;54.81;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;5298200.0;8415920.0;8415882.03;8415882.03;7636405.08;90.74;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;0.0;2850.0;2836.46;2836.46;2836.46;100.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;11004800.0;2262740.0;2262689.19;2262689.19;2052601.12;90.72;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;1000.0;15536250.0;12478030.55;12478030.55;11587844.48;92.87;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;8003800.0;4739540.0;4715529.14;4715529.14;4399502.03;93.3;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;45100.0;18740.0;18740.0;18740.0;18740.0;100.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;50926900.0;49545380.0;49064277.8;49064277.8;45496425.11;92.73;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas de capital;investimentos;contribuicoes;sem aplicacao;12000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas de capital;investimentos;despesas de exercicios anteriores;sem aplicacao;15000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;575000.0;347240.0;297685.04;297685.04;169885.04;57.07;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;187500.0;108350.0;68904.94;21024.89;21024.89;30.51;2017
prefeitura da cidade do paulista;secretaria de educacao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;144000.0;47790.0;47738.72;47738.72;47738.72;100.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;17000.0;315830.0;315023.47;315023.47;315023.47;100.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;6000.0;10420.0;7460.0;7460.0;7460.0;100.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;10000.0;407570.0;407509.27;407509.27;397194.14;97.47;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;32000.0;15270.0;15258.7;15258.7;4818.1;31.58;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;13000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;2596000.0;2289500.0;709772.39;592819.8;561853.1;79.16;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;14000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;435400.0;188700.0;188688.23;188688.23;165977.94;87.96;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;386100.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;6384500.0;6114050.0;6114040.37;6114040.37;5639732.83;92.24;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;109000.0;71840.0;2840.0;2840.0;2840.0;100.0;2017
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;85000.0;85000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;5000.0;8400.0;8394.0;8394.0;6639.0;79.09;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;28700.0;47310.0;47309.88;47309.88;47309.88;100.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;38800.0;6320.0;790.0;790.0;790.0;100.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;12000.0;28140.0;23132.21;23132.21;23132.21;100.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;722500.0;832490.0;769561.07;646862.06;474149.76;61.61;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;56900.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;5904600.0;4701960.0;4131921.55;4010019.25;3552568.43;85.98;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;26000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;179000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;619000.0;508170.0;508161.26;508161.26;470957.26;92.68;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;16200.0;32510.0;32499.71;32499.71;8573.68;26.38;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;993600.0;193820.0;193806.82;193806.82;161935.01;83.55;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;308400.0;129990.0;127981.2;127981.2;67710.36;52.91;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;4900900.0;6095000.0;6094965.49;6094965.49;5591729.56;91.74;2017
prefeitura da cidade do paulista;secretaria de infraestrutura  servicos publicos e meio ambiente   adm. direta;despesas de capital;investimentos;despesas de exercicios anteriores;sem aplicacao;1727000.0;0.0;0.0;0.0;0.0;0.0;2017
